unit: cm^{-1}, only max(dg)>1.000e-04 are saved; dg/dQ_alpha * Q_alpha 
mode:    6 freq=   12.9000 
 -7.2056733e-04  -2.7461724e-03  -1.1417909e-03 
 -2.2832854e-03  -2.2140116e-03   7.9574871e-05 
 -1.1374224e-03   1.6271140e-04  -2.1252059e-03 
mode:    7 freq=   20.8400 
 -7.5151443e-04  -1.1973491e-03   1.5403030e-03 
 -1.1399529e-03   1.6355456e-03  -6.9000715e-04 
  1.5287362e-03  -5.7136716e-04   1.7640894e-03 
mode:    8 freq=   27.3700 
  5.0834862e-04  -4.9756639e-04  -1.2378744e-03 
 -3.5716393e-04  -1.2068568e-03   1.0957712e-04 
 -1.4156866e-03   9.5960756e-05  -7.8618835e-04 
mode:    9 freq=   35.1300 
 -1.1852573e-05   4.9709218e-04   1.0089145e-03 
  4.1239358e-04   1.1747534e-04  -5.1670514e-04 
  1.0984469e-03  -6.0662977e-04   1.9199567e-03 
mode:   10 freq=   38.3400 
 -1.8460591e-03   5.1249496e-04   2.8019477e-03 
  4.3655968e-04  -2.8201298e-04   2.4525155e-04 
  2.7060509e-03   1.5157248e-04   1.3418560e-03 
mode:   11 freq=   43.3700 
 -1.8210343e-03  -5.1886884e-04   2.7186203e-03 
 -5.3674923e-04   1.5661990e-03  -4.2118579e-04 
  2.4135302e-03  -4.4452825e-04   1.8157179e-03 
mode:   12 freq=   45.4600 
 -6.9248473e-04  -7.9630751e-04  -2.3883967e-04 
 -7.4950597e-04  -1.4280188e-03   1.3625685e-04 
 -3.0211107e-05   9.5291530e-05  -6.9237969e-04 
mode:   13 freq=   48.8500 
  1.1713059e-03  -7.2774394e-04  -1.1650947e-03 
 -6.1581114e-04   2.6633840e-03  -8.3159952e-04 
 -1.0625080e-03  -9.0792474e-04   2.7944119e-04 
mode:   14 freq=   55.0900 
  1.1697331e-03   4.4183866e-04  -9.6452616e-04 
  4.4674851e-04   1.8271572e-03  -2.0289897e-04 
 -8.3835502e-04  -2.8295396e-04   3.9530280e-04 
mode:   15 freq=   62.4100 
 -1.6149606e-03   1.1932269e-04   9.7114275e-04 
 -2.4126149e-05  -2.3830439e-03   6.9641608e-04 
  9.5513647e-04   8.7557599e-04  -1.2849866e-03 
mode:   16 freq=   66.0600 
  1.8155040e-03  -6.4071429e-05  -1.1482401e-03 
 -1.4194897e-04   3.5102918e-03  -1.0838778e-03 
 -1.2198336e-03  -1.0950408e-03   1.0854969e-03 
mode:   17 freq=   69.6900 
  2.8518580e-03  -1.3959627e-04  -3.6577547e-03 
 -1.6928466e-04   1.2168063e-03  -4.5034578e-05 
 -3.4604350e-03   9.9155034e-05  -1.6040339e-03 
mode:   18 freq=   75.3700 
  1.4706302e-03   1.5526213e-04  -1.2828808e-03 
  9.9822197e-05   1.5126688e-03  -2.6890563e-04 
 -1.2818190e-03  -3.2318714e-04   3.7170426e-04 
mode:   19 freq=   85.0800 
 -2.0251646e-03  -6.9438515e-04   1.0681112e-03 
 -8.0355698e-04  -2.8103788e-03   1.0855622e-03 
  1.0986909e-03   8.9397398e-04  -1.4435486e-03 
mode:   20 freq=   94.8600 
  1.8834593e-03   2.3451779e-04  -1.5524722e-03 
  1.0051518e-04   1.8561708e-03  -7.4298522e-04 
 -1.4926752e-03  -8.2364217e-04   6.7254493e-04 
mode:   21 freq=   98.8200 
 -1.5191292e-04   3.5376700e-04   4.1136861e-05 
  6.3472509e-05  -6.9805032e-04  -1.3960352e-04 
 -1.6099605e-05  -3.3948338e-04   2.7037287e-04 
mode:   22 freq=  103.9100 
 -1.6076112e-03   4.1451720e-04   2.2667640e-03 
  1.9454185e-04  -1.3506500e-03  -6.5114628e-05 
  2.0196759e-03  -2.8155392e-04   1.4378897e-03 
mode:   23 freq=  107.0900 
  1.0588214e-03   1.3263855e-04  -8.4921576e-04 
  2.8872296e-04   1.2124964e-03   2.0795005e-04 
 -8.0841669e-04   2.1303092e-04  -4.7436553e-04 
mode:   24 freq=  116.6600 
 -1.6991753e-05  -6.0008434e-04  -5.8604998e-04 
 -6.5488270e-04  -7.8813889e-04   3.2802195e-04 
 -6.2567462e-04   3.5225527e-04  -1.1731434e-03 
mode:   25 freq=  128.8400 
 -9.3021776e-04  -4.5010304e-04   2.6873493e-04 
 -4.3380736e-04  -3.4088499e-03   1.3796877e-04 
  8.8641729e-07   1.0690401e-04  -3.1129694e-04 
mode:   26 freq=  135.5700 
  8.4023514e-04  -5.3232163e-04  -5.8280934e-04 
 -3.8946374e-04   2.2360175e-03   7.0225846e-05 
 -3.9216399e-04   1.0131308e-04  -8.3652211e-05 
mode:   27 freq=  146.6000 
 -6.1564995e-04   6.4577263e-05   3.1302377e-04 
  9.1265074e-05  -1.2898138e-03   2.2593369e-05 
  2.8963543e-04   4.9911793e-05   1.4017453e-04 
mode:   28 freq=  151.0600 
