unit: cm^{-1}, only max(dg)>1.000e-04 are saved; dg/dQ_alpha * Q_alpha 
mode:    6 freq=   11.8800 
 -3.3821627e-03   2.4623473e-03   3.4955952e-03 
  2.1450560e-03  -4.1112352e-03   1.5685887e-03 
  3.8697213e-03   1.9971209e-03   1.7704631e-04 
mode:    7 freq=   22.0300 
  1.1919724e-03  -2.2811878e-04  -6.4422220e-04 
 -8.3362622e-05   3.3102707e-03  -3.0422067e-05 
 -3.3832266e-04  -2.9626219e-05  -1.3898506e-04 
mode:    8 freq=   25.7100 
  8.5982366e-04  -1.0219482e-03  -1.3145583e-03 
 -1.1156476e-03  -1.3151308e-03   7.6018880e-04 
 -1.4386965e-03   8.7505749e-04  -1.8339071e-03 
mode:    9 freq=   34.8000 
 -1.9192119e-03  -2.3618132e-04   1.6275759e-03 
 -1.8200810e-04  -1.8039590e-03   1.1858417e-03 
  1.7842669e-03   1.0470656e-03  -9.5376197e-05 
mode:   10 freq=   44.3800 
  2.9607890e-03  -7.4309220e-04  -3.0997134e-03 
 -4.7084539e-04   2.3462550e-03  -6.9311672e-04 
 -2.9305793e-03  -7.5129632e-04  -7.4967762e-04 
mode:   11 freq=   47.0700 
  2.8648155e-03  -2.7557903e-03  -4.1397810e-03 
 -2.3234331e-03   1.8419222e-03  -6.5363499e-04 
 -4.0152910e-03  -5.5879361e-04  -2.8874660e-03 
mode:   12 freq=   59.4900 
 -1.4267885e-03   6.4228901e-04   1.0418061e-03 
  5.2540709e-04  -3.3785818e-03   1.4347866e-03 
  9.1878512e-04   1.4939366e-03  -1.3478204e-03 
mode:   13 freq=   65.1400 
 -2.3613788e-05   4.1277744e-04  -9.6178684e-05 
  4.3481125e-04  -7.0627531e-04  -9.4375070e-05 
 -3.0722390e-04  -1.4642260e-04   8.8692848e-05 
mode:   14 freq=   65.5500 
 -5.2625648e-04  -4.8136564e-04   5.9805692e-04 
 -6.2096616e-04  -9.1352605e-04   1.2327503e-04 
  4.1529540e-04  -3.6605419e-05   3.8997009e-04 
mode:   15 freq=   69.3900 
  8.3042364e-04  -2.7110967e-04  -2.1894378e-03 
 -2.4719216e-05  -2.4444767e-03   1.1059713e-03 
 -1.8528812e-03   1.3214836e-03  -3.1855186e-03 
mode:   16 freq=   76.6500 
 -3.2021011e-04  -1.8191864e-03  -1.3139041e-03 
 -1.5370953e-03  -2.4594241e-03   8.6222338e-04 
 -1.2751966e-03   9.1091023e-04  -3.0325711e-03 
mode:   17 freq=   87.5100 
 -2.5960916e-03  -9.3593519e-04   1.7396316e-03 
 -1.2327266e-03  -3.2077012e-03   3.9330199e-04 
  1.4571889e-03   3.0583993e-04  -2.8213510e-04 
mode:   18 freq=   92.0900 
  6.6794539e-04  -1.1653493e-03  -1.2558109e-03 
 -1.0866655e-03   2.4863204e-04  -8.7655360e-04 
 -1.3902559e-03  -1.0508080e-03  -4.0028258e-04 
mode:   19 freq=  103.0200 
  1.9201759e-03  -4.0047291e-04  -1.7820623e-03 
 -2.3442998e-04   9.1022569e-04   3.5958651e-04 
 -1.5646443e-03   6.7166888e-04  -1.3609593e-03 
mode:   20 freq=  106.9500 
  4.5991491e-04   3.0893688e-04   1.0054690e-05 
  2.5106421e-04   1.9757424e-03  -3.1969606e-04 
  1.3354160e-04  -4.5386113e-04   7.6809709e-04 
mode:   21 freq=  113.1300 
  8.7703303e-04   2.5724710e-04  -2.4182009e-05 
  2.3940661e-04   1.8574562e-03  -1.1661103e-03 
 -1.5562571e-04  -1.2519646e-03   1.8179177e-03 
mode:   22 freq=  118.6500 
  1.0808355e-03   1.6616049e-03   5.2513973e-04 
  1.4527733e-03   7.2607357e-04  -4.2056384e-04 
  4.3423532e-04  -4.3562227e-04   1.9492473e-03 
mode:   23 freq=  127.5700 
  2.8014170e-05  -4.7539483e-04  -4.6906856e-04 
 -4.8123777e-04   3.3541310e-04  -4.8860303e-05 
 -3.1485543e-04  -2.0062941e-04  -2.7795753e-04 
mode:   24 freq=  136.5800 
 -1.1006206e-03   3.9687144e-05   1.9180289e-03 
  1.0553022e-04   1.4053662e-03  -4.8933938e-04 
  1.6759737e-03  -5.9944662e-04   1.6699618e-03 
mode:   25 freq=  145.9500 
 -6.8072309e-04  -1.1136725e-03   8.9140402e-04 
 -1.2121975e-03   2.6640602e-03   2.9391717e-04 
  1.0589924e-03   2.8256347e-04  -3.5460799e-04 
mode:   26 freq=  150.7600 
  8.3673939e-04   1.4070665e-03  -3.5003031e-05 
  1.5183514e-03   4.4079389e-04   3.3465485e-04 
 -5.2685946e-05   5.2617187e-04   3.1787110e-04 
mode:   27 freq=  173.8000 
 -6.0275769e-04   1.2809342e-03   1.3426338e-03 
  1.1429453e-03  -1.0899086e-03   3.7309524e-04 
  1.2288657e-03   3.2878221e-04   9.2819016e-04 
mode:   28 freq=  179.5400 
 -7.9410974e-04  -2.7008199e-04   5.6440271e-04 
 -2.4810716e-04   5.3052708e-04   5.5128295e-04 
  6.9389230e-04   6.0833877e-04  -8.1810124e-04 
mode:   29 freq=  184.6600 
 -9.2953287e-04   1.1721517e-03   7.1117277e-04 
  1.1738569e-03  -1.7887276e-03   1.7517779e-04 
  6.7874384e-04   1.1342351e-04   3.2236935e-04 
mode:   30 freq=  187.0800 
 -8.1589529e-04   8.8047264e-04   1.5759573e-03 
  7.5309456e-04   9.9008482e-05   2.9261346e-04 
  1.5573112e-03   2.5335375e-04   1.2630950e-03 
mode:   31 freq=  191.8900 
  9.9032935e-04  -3.2435829e-04  -6.2872667e-04 
 -3.2185053e-04   1.8265677e-03  -1.5441209e-04 
 -6.0063888e-04  -8.7105203e-05  -1.6346406e-04 
mode:   32 freq=  198.2100 
  1.2103179e-03  -1.9414013e-04  -1.0160103e-03 
 -2.8327549e-04   8.8920355e-04  -2.5253508e-04 
 -1.0096513e-03  -8.1764741e-05  -3.5041173e-04 
mode:   33 freq=  204.5700 
 -1.0179708e-03   5.9765764e-05   1.0621002e-03 
  1.3420518e-04  -5.4510130e-04   5.8395822e-04 
  1.1122129e-03   5.3746206e-04   7.8167352e-05 
mode:   34 freq=  206.0900 
